iter	RMSE
182	0.1498897186
183	0.1489761842
184	0.1476776358
185	0.1466021089
186	0.1458084918
187	0.1446901167
188	0.1433684729
189	0.142363314
190	0.1412704261
191	0.1400250313
192	0.1390514924
193	0.1380367141
194	0.1369807586
195	0.13584091
196	0.1351933039
197	0.1344632902
198	0.1335154438
199	0.1324509
200	0.1316888473
201	0.13066805
202	0.1297221631
203	0.1287422324
204	0.1281386489
205	0.1275211958
206	0.1267644455
207	0.1259265931
208	0.125034289
209	0.1245114988
210	0.1234772107
211	0.122530011
212	0.1217173481
213	0.1212340959
214	0.1203991301
215	0.1195949352
216	0.1188039088
217	0.1179926768
218	0.1171938856
219	0.1164643442
220	0.1158690765
221	0.1151149256
222	0.1143323003
223	0.1136603547
224	0.1129498251
225	0.1124345933
226	0.1120377052
227	0.1114755755
228	0.1110508767
229	0.1106665246
230	0.1104265206
231	0.1097902841
232	0.109129525
233	0.1086849699
234	0.1081365668
235	0.1076334252
236	0.1073690408
237	0.1070724341
238	0.1067192077
239	0.1062124121
240	0.1056770304
241	0.1052036957
242	0.1044990251
243	0.1042602422
244	0.1036734986
245	0.103124444
246	0.1026144721
247	0.1018765806
248	0.1013966358
249	0.101314806
250	0.1007826719
251	0.1002435553
252	0.09956464275
253	0.09941154629
254	0.09881921772
255	0.09840816781
256	0.0979571475
257	0.09741343775
258	0.09697637079
259	0.09678813025
260	0.0961232054
261	0.09567257235
262	0.09510979439
263	0.09462120389
264	0.09422512529
265	0.09371034108
266	0.09336080688
267	0.09328179249
268	0.09281571768
269	0.0927339326
270	0.09262277647
271	0.09217428147
272	0.09173308485
273	0.09115822059
274	0.09075218666
275	0.09031869804
276	0.08984546109
277	0.08977342696
278	0.08943064847
279	0.0890401393
280	0.08892304329
281	0.08884721988
282	0.08840150286
283	0.08826617843
284	0.08782885754
285	0.08741694748
286	0.08699613023
287	0.08667853456
288	0.08631539464
289	0.08598599662
290	0.08588792021
291	0.08546758737
292	0.08539596706
293	0.08505232933
294	0.08478134507
295	0.08435809365
296	0.08403897829
297	0.08396430495
298	0.08351812323
299	0.08341031377
300	0.08307272474
301	0.08272670582
302	0.08248269197
303	0.08241471005
304	0.08218229956
305	0.08212262403
306	0.08203440191
307	0.08167466848
308	0.0812397925
309	0.0808115465
310	0.08042642662
311	0.08004656057
312	0.07998190001
313	0.07990040208
314	0.07968227345
315	0.07960272121
316	0.07922626982
317	0.07916534984
318	0.07882911891
319	0.07876998809
320	0.07871557358
321	0.07866002409
322	0.07830697677
323	0.07825281373
324	0.07819985288
325	0.07812839462
326	0.07794247964
327	0.07787317839
328	0.07782312864
329	0.07775608794
330	0.07769061535
331	0.0776266732
332	0.07758414106
333	0.07752228839
334	0.07747677302
335	0.07741650154
336	0.07711843794
337	0.07707911307
338	0.07702096826
339	0.07696418514
340	0.07665337109
341	0.07661601197
342	0.07656086218
343	0.07651985656
344	0.07647976642
345	0.07624296873
346	0.07588940455
347	0.07585100228
348	0.07568212904
349	0.07530535792
350	0.07505936025
351	0.07475288392
352	0.0744432158
353	0.07406363354
354	0.07402574422
355	0.07373807401
356	0.07370104841
357	0.07334818114
358	0.07301040886
359	0.07296001926
360	0.07290878542
361	0.07262324291
362	0.07216486976
363	0.07187856124
364	0.07159668206
365	0.07132265883
366	0.07115679872
367	0.07086727918
368	0.07084019641
369	0.07058846668
370	0.07052359438
371	0.07021291434
372	0.06994781399
373	0.0699145876
374	0.069595282
375	0.06940918203
376	0.06911843528
377	0.06886945354
378	0.06859890994
379	0.06856671919
380	0.06823757544
381	0.06820869964
382	0.06796475847
383	0.06793377641
384	0.0677044043
385	0.06746833935
386	0.06731746336
387	0.06704626371
388	0.06678935529
389	0.06675901575
390	0.06657145772
391	0.06643155426
392	0.0661289582
393	0.06588663554
394	0.06566044272
395	0.06563095709
396	0.06539265685
397	0.06518137043
398	0.06515542494
399	0.06492698157
400	0.06470543466
401	0.0645979545
402	0.06440446042
403	0.06416932349
404	0.06393888749
405	0.06382702331
406	0.06350897195
407	0.06334371105
408	0.06316827604
409	0.06300621605
410	0.06272405613
411	0.06246384399
412	0.06221998832
413	0.06210637748
414	0.06187222978
415	0.06184573294
416	0.06164814226
417	0.06140905942
418	0.06123648809
419	0.06105054975
420	0.06087033565
421	0.0606786952
422	0.0606535287
423	0.06062526266
424	0.06040813942
425	0.06017082824
426	0.05996801327
427	0.05977580596
428	0.05953866702
429	0.05932340657
430	0.05904411993
431	0.05896541069
432	0.05867317962
433	0.05846765374
434	0.05841360652
435	0.05827974218
436	0.05813294208
437	0.05792384763
438	0.05790527684
439	0.05764436409
440	0.05742954651
441	0.05737772748
442	0.05732227991
443	0.05712797273
444	0.05708479139
445	0.0570669784
446	0.0569432003
447	0.05673400566
448	0.05671383805
449	0.05669410919
450	0.05667362427
451	0.05647747244
452	0.05645747354
453	0.05637988099
454	0.05614556284
455	0.05587175117
456	0.05567874917
457	0.0555118515
458	0.05533308068
459	0.05525521735
460	0.0550996743
461	0.05496811387
462	0.05477015524
463	0.05467028774
464	0.05452854246
465	0.0544831983
466	0.05430371052
467	0.05415428159
468	0.05406513435
469	0.05391216965
470	0.05383357899
471	0.05366989236
472	0.05345422308
473	0.05338338059
474	0.05324175766
475	0.05319747946
476	0.05311787335
477	0.05293810905
478	0.05271581872
479	0.05251357107
480	0.0523683328
481	0.05214755467
482	0.05207958388
483	0.05199036094
484	0.05194298231
485	0.05179098613
486	0.0517002346
487	0.05158517792
488	0.05154007832
489	0.05149295926
490	0.05134631964
491	0.05130304118
492	0.05108290974
493	0.05092756695
494	0.0508739097
495	0.05068830544
496	0.05064703836
497	0.05060795712
498	0.0504754716
499	0.05038958439
500	0.05016979829
501	0.0499703453
502	0.04994703289
503	0.04976700053
504	0.04959692994
505	0.04943275372
506	0.0493248818
507	0.04920436556
508	0.04901005983
509	0.0489007239
510	0.04886344107
511	0.04880827438
512	0.04876814004
513	0.04873256105
514	0.04856746399
515	0.04841319997
516	0.04824796512
517	0.04808904109
518	0.04795270758
519	0.04788774125
520	0.04774530406
521	0.04769641943
522	0.04750898143
523	0.04746552496
524	0.04727777507
525	0.04718533953
526	0.04706788196
527	0.04700807631
528	0.04685958088
529	0.04680909132
530	0.04660868251
531	0.04657518177
532	0.04643012599
533	0.04635802369
534	0.04624032309
535	0.0462067302
536	0.04607436769
537	0.0459695509
538	0.04576132078
539	0.04562619527
540	0.04549902678
541	0.0453388188
542	0.04520498761
543	0.04519369354
544	0.04504660982
545	0.04492428113
546	0.0448882626
547	0.04480447253
548	0.04472675238
549	0.04464470043
550	0.04461537851
551	0.0444104159
552	0.04429943499
553	0.04414611273
554	0.04398619466
555	0.04385985435
556	0.0437801032
557	0.04368928493
558	0.0435354255
559	0.0434122314
560	0.04337662281
561	0.04334630159
562	0.04329085691
563	0.04321138375
564	0.04320084198
565	0.04308478446
566	0.04295860924
567	0.04293896583
568	0.04290620022
569	0.0428146561
570	0.04279640997
571	0.04268362125
572	0.04257867617
573	0.04248614439
574	0.0423874661
575	0.04234098582
576	0.0422302379
577	0.0422131942
578	0.0420699282
579	0.04203442673
580	0.04191540468
581	0.04182082097
582	0.04172059641
583	0.04166302909
584	0.04163009669
585	0.04155355462
586	0.04143614518
587	0.04125910771
588	0.04113850707
589	0.04100286009
590	0.04092706216
591	0.04080506884
592	0.040707046
593	0.04055982387
594	0.04048900125
595	0.04040725826
596	0.04028173982
597	0.04019289571
598	0.04017791978
599	0.0400867624
600	0.0399503754
601	0.03984460656
602	0.03972054012
603	0.03970605979
604	0.03962736755
605	0.03952039005
606	0.0395070225
607	0.03939781028
608	0.03928430971
609	0.03925367348
610	0.03920911155
611	0.03904702103
612	0.03896553668
613	0.03887393907
614	0.03884495029
615	0.03883149274
616	0.03874518284
617	0.03871617349
618	0.03865780952
619	0.03851780922
620	0.03850462249
621	0.03847683107
622	0.03844950362
623	0.03837074905
624	0.03834324873
625	0.0382235264
626	0.03813603554
627	0.03805079755
628	0.03802396593
629	0.03800156691
630	0.03798082471
631	0.03787748369
632	0.03775625784
633	0.03764578409
634	0.03752507998
635	0.03742784915
636	0.03734008951
637	0.03723970231
638	0.03721448792
639	0.03713870546
640	0.03708742486
641	0.03706681955
642	0.03696006063
643	0.03686144199
644	0.03683920189
645	0.03674774025
646	0.03663297311
647	0.03649927794
648	0.03636938851
649	0.03626264523
650	0.03612166423
651	0.03602168239
652	0.03592385976
653	0.03591159605
654	0.03582736141
655	0.03572684821
656	0.03571483146
657	0.03564592996
658	0.03551451232
659	0.03539161729
660	0.03538330821
661	0.03531489236
662	0.03529987315
663	0.03518855265
664	0.03517625585
665	0.03509271637
666	0.03497979049
667	0.03485647522
668	0.03483272672
669	0.0348153169
670	0.03472372164
671	0.03463769953
672	0.03455359963
673	0.03449864522
674	0.03441803048
675	0.03440677828
676	0.03433727543
677	0.03427634909
678	0.03421312102
679	0.0342021312
680	0.03411685696
681	0.03404444173
682	0.03396141043
683	0.03394095388
684	0.03385645949
685	0.03383868047
686	0.03374057111
687	0.03365444977
688	0.0336122275
689	0.03349810286
690	0.03348757884
691	0.03340970735
692	0.033388932
693	0.03327845672
694	0.0331780952
695	0.03306848746
696	0.03296571244
697	0.03292221636
698	0.03284788245
699	0.03274403179
700	0.03265735653
701	0.03258003374
702	0.03250745964
703	0.03243750962
704	0.03234004901
705	0.03232302914
706	0.03224712291
707	0.03222419385
708	0.03214029567
709	0.03206034715
710	0.03200454632
711	0.03198538458
712	0.03194166344
713	0.03187550439
714	0.03176997339
715	0.03171995002
716	0.03159456898
717	0.03147367616
718	0.03141612121
719	0.03139625659
720	0.03138616756
721	0.03133674748
722	0.03130760016
723	0.03125822765
724	0.0311947119
725	0.03117470486
726	0.0310572731
727	0.03099667418
728	0.03094015935
729	0.03087309399
730	0.0308208709
731	0.03072805611
732	0.03064204044
733	0.03057940135
734	0.03056095282
735	0.03052174275
736	0.0304507516
737	0.03038457761
738	0.03033589392
739	0.03024678424
740	0.03018889482
741	0.03011927619
742	0.03010826107
743	0.03006040735
744	0.02999263908
745	0.02998276688
746	0.02997310593
747	0.0298973364
748	0.02982508021
749	0.0297207476
750	0.0295925752
751	0.0295207995
752	0.0294503361
753	0.02943738103
754	0.02936127774
755	0.02929506004
756	0.02924554985
757	0.0292030944
758	0.02915502757
759	0.02908948371
760	0.02898738496
761	0.02897805217
762	0.02891483473
763	0.02881641629
764	0.02880247749
765	0.02876935617
766	0.02870376834
767	0.02869544306
768	0.02863645125
769	0.02862767419
770	0.02861324211
771	0.02860474742
772	0.02854881303
773	0.02850219606
774	0.02849390412
775	0.02842257631
776	0.02835722619
777	0.02829987856
778	0.02827401686
779	0.02819090684
780	0.02812990508
781	0.02808959031
782	0.0280356973
783	0.02797127511
784	0.02791216852
785	0.02790519816
786	0.02785440466
787	0.02781039026
788	0.02775860309
789	0.0276899547
790	0.02762888252
791	0.0275782105
792	0.02755530793
793	0.02750515364
794	0.02745957105
795	0.02739460068
796	0.02734544701
797	0.02730347056
798	0.02729394061
799	0.02723366894
800	0.02719380961
801	0.02711769428
802	0.02707268176
803	0.02702829176
804	0.02701604231
805	0.02696556691
806	0.02695854024
807	0.02691997106
808	0.02686740649
809	0.02679590981
810	0.02678290702
811	0.02672433969
812	0.02668042491
813	0.02667377718
814	0.02664289289
815	0.02660009125
816	0.02655123446
817	0.0264832779
818	0.02647040649
819	0.02642767722
820	0.02639595175
821	0.02635500415
822	0.02631866189
823	0.02624871979
824	0.02618569196
825	0.02612518969
826	0.0260813025
827	0.02607368669
828	0.02602230163
829	0.02598515074
830	0.02595310976
831	0.02588811344
832	0.02586702306
833	0.02579164105
834	0.02578008844
835	0.02576198732
836	0.02571595477
837	0.02565372252
838	0.02559542066
839	0.02553534004
840	0.02548196144
841	0.02547353593
842	0.0254284617
843	0.02541706128
844	0.02534345276
845	0.02531549261
846	0.02530653964
847	0.02526776975
848	0.02520988105
849	0.02519820601
850	0.02516963909
851	0.02515484767
852	0.02514696296
853	0.02509970283
854	0.02505946184
855	0.02502686948
856	0.02497906854
857	0.02494473076
858	0.02488398262
859	0.02484692351
860	0.02480159959
861	0.0247703451
862	0.02472859302
863	0.02465898916
864	0.02465259405
865	0.02461391485
866	0.02460519919
867	0.02459239791
868	0.02456517836
869	0.02451303759
870	0.02445337595
871	0.02437335213
872	0.02431007386
873	0.02419397565
874	0.02417116669
875	0.02416537849
876	0.02413022086
877	0.02409469564
878	0.02405416597
879	0.02401089919
880	0.02396019515
881	0.02392361857
882	0.02389872886
883	0.02386137269
884	0.02382210005
885	0.0237686735
886	0.02376258474
887	0.02371576289
888	0.02366770876
889	0.02362072509
890	0.02357559375
891	0.0235560003
892	0.02354950094
893	0.02350546388
894	0.02347954707
895	0.02346128029
896	0.02341812532
897	0.02339358548
898	0.02334273428
899	0.02329514611
900	0.02328415798
901	0.02321671579
902	0.02317084524
903	0.02313909291
904	0.02306370898
905	0.02304385354
906	0.02300164211
907	0.02296634521
908	0.02291284248
909	0.02288252198
910	0.02282403591
911	0.02279304124
912	0.022742173
913	0.02270783215
914	0.02264773631
915	0.02264011922
916	0.02258849918
917	0.02252964081
918	0.02250658277
919	0.02249311361
920	0.02248421029
921	0.02244611018
922	0.02240988768
923	0.02235181379
924	0.02231750118
925	0.02227122127
926	0.02226329455
927	0.02221750814
928	0.02217402981
929	0.02213379169
930	0.02210332367
931	0.0220682878
932	0.02206407459
933	0.02202250181
934	0.02200406176
935	0.02199949655
936	0.02196544889
937	0.02194499199
938	0.02192219503
939	0.02189612055
940	0.02186704185
941	0.02183186576
942	0.02179017263
943	0.02177432696
944	0.0217352591
945	0.02172975812
946	0.02172302483
947	0.02170233344
948	0.02166181109
949	0.0216196895
950	0.02156660981
951	0.02154429639
952	0.02154011342
953	0.02150699208
954	0.02147041036
955	0.02142531671
956	0.02138942105
957	0.02135499147
958	0.0213218449
959	0.02126185168
960	0.02122945932
961	0.02119482868
962	0.02116254898
963	0.02112246623
964	0.02106091598
965	0.02105341273
966	0.02104612596
967	0.02100545014
968	0.02096852247
969	0.02092394231
970	0.02090194486
971	0.02087332611
972	0.02084364812
973	0.02081019295
974	0.02075984238
975	0.02072481253
976	0.02071870031
977	0.02068880275
978	0.02068238216
979	0.02067444437
980	0.02063657227
981	0.02061020994
982	0.02056274749
983	0.02055375669
984	0.02051801886
985	0.02049637588
986	0.02046785983
987	0.02044010521
988	0.02041015397
989	0.02037517006
990	0.0203720178
991	0.02034459081
992	0.02030854349
993	0.02027564844
994	0.02022367486
995	0.02021841998
996	0.02021107407
997	0.02017338322
998	0.0201622458
999	0.0201120914
